"";"Origin";"Rating";"Price";"Titles";"Awards";"Vintage";"Country"
"Radius2012Riesling(Washington)";"WashingtonOther";88;11;"Radius2012Riesling(Washington)";"BestBuy";2012;"US"
"Milbrandt2012TheEstatesAncientLakesRiesling(AncientLakes)";"ColumbiaValley";88;17;"Milbrandt2012TheEstatesAncientLakesRiesling(AncientLakes)";"";2012;"US"
"LamoreauxLanding2012EstateBottledDryRiesling(FingerLakes)";"FingerLakes";88;14;"LamoreauxLanding2012EstateBottledDryRiesling(FingerLakes)";"";2012;"US"
"Knapp2012DryRiesling(FingerLakes)";"FingerLakes";88;15;"Knapp2012DryRiesling(FingerLakes)";"";2012;"US"
"SilverThread2012DryRiesling(FingerLakes)";"FingerLakes";87;18;"SilverThread2012DryRiesling(FingerLakes)";"";2012;"US"
"PindarVineyards2012EstateBottledRiesling(NorthForkofLongIsland)";"LongIsland";87;17;"PindarVineyards2012EstateBottledRiesling(NorthForkofLongIsland)";"";2012;"US"
"NachesHeights2012NachesHeightsVineyardRiesling(NachesHeights)";"ColumbiaValley";86;14;"NachesHeights2012NachesHeightsVineyardRiesling(NachesHeights)";"";2012;"US"
"KeukaSpring2012HumphreysVineyardRiesling(FingerLakes)";"FingerLakes";86;22;"KeukaSpring2012HumphreysVineyardRiesling(FingerLakes)";"";2012;"US"
"MercerCanyons2012Riesling(YakimaValley)";"ColumbiaValley";86;13;"MercerCanyons2012Riesling(YakimaValley)";"";2012;"US"
"SilverThread2012GridleyBluffPointVineyardRiesling(FingerLakes)";"FingerLakes";86;25;"SilverThread2012GridleyBluffPointVineyardRiesling(FingerLakes)";"";2012;"US"
"MarthaClara2012EstateReserveRiesling(NorthForkofLongIsland)";"LongIsland";86;26;"MarthaClara2012EstateReserveRiesling(NorthForkofLongIsland)";"";2012;"US"
"SilverThread2012STVEstateVineyardRiesling(SenecaLake)";"FingerLakes";85;25;"SilverThread2012STVEstateVineyardRiesling(SenecaLake)";"";2012;"US"
"PacificRim2012WallulaVineyardBiodynamicRiesling(HorseHeavenHills)";"ColumbiaValley";85;24;"PacificRim2012WallulaVineyardBiodynamicRiesling(HorseHeavenHills)";"";2012;"US"
"SilverThread2012DoyleEastSenecaVineyardRiesling(SenecaLake)";"FingerLakes";85;25;"SilverThread2012DoyleEastSenecaVineyardRiesling(SenecaLake)";"";2012;"US"
"Morgan2012DoubleLVineyardRiesling(SantaLuciaHighlands)";"CentralCoast";89;22;"Morgan2012DoubleLVineyardRiesling(SantaLuciaHighlands)";"";2012;"US"
"Smith-Madrone2012Riesling(SpringMountain)";"Napa";88;27;"Smith-Madrone2012Riesling(SpringMountain)";"";2012;"US"
"Lujon2012WhiteRiesling(WillametteValley)";"WillametteValley";88;9;"Lujon2012WhiteRiesling(WillametteValley)";"BestBuy";2012;"US"
"Wente2012RiverbankRiesling(ArroyoSeco)";"CentralCoast";87;15;"Wente2012RiverbankRiesling(ArroyoSeco)";"";2012;"US"
"Foris2012EstateGrownRiesling(RogueValley)";"SouthernOregon";85;14;"Foris2012EstateGrownRiesling(RogueValley)";"";2012;"US"
"Efeste2012EvergreenRiesling(ColumbiaValley(WA))";"ColumbiaValley";93;20;"Efeste2012EvergreenRiesling(ColumbiaValley(WA))";"Editors’Choice";2012;"US"
"Dunham2012LewisEstateVineyardRiesling(ColumbiaValley(WA))";"ColumbiaValley";91;20;"Dunham2012LewisEstateVineyardRiesling(ColumbiaValley(WA))";"";2012;"US"
"CharlesSmith2012KungfuGirlRiesling(ColumbiaValley(WA))";"ColumbiaValley";91;12;"CharlesSmith2012KungfuGirlRiesling(ColumbiaValley(WA))";"BestBuy";2012;"US"
"WoodwardCanyon2012DryWhiteRieslingRiesling(ColumbiaValley(WA))";"ColumbiaValley";91;25;"WoodwardCanyon2012DryWhiteRieslingRiesling(ColumbiaValley(WA))";"Editors’Choice";2012;"US"
"Nodland2012BebopDryRiesling(ColumbiaValley(WA))";"ColumbiaValley";90;16;"Nodland2012BebopDryRiesling(ColumbiaValley(WA))";"";2012;"US"
"Hogue2012Riesling(ColumbiaValley(WA))";"ColumbiaValley";90;11;"Hogue2012Riesling(ColumbiaValley(WA))";"BestBuy";2012;"US"
"GraceLane2012Riesling(YakimaValley)";"ColumbiaValley";89;12;"GraceLane2012Riesling(YakimaValley)";"BestBuy";2012;"US"
"Beast2012Riesling(HorseHeavenHills)";"ColumbiaValley";88;25;"Beast2012Riesling(HorseHeavenHills)";"";2012;"US"
"Kiona2012Riesling(Washington)";"WashingtonOther";88;11;"Kiona2012Riesling(Washington)";"BestBuy";2012;"US"
"NorthbyNorthwest2012TheBenchesRiesling(HorseHeavenHills)";"ColumbiaValley";87;18;"NorthbyNorthwest2012TheBenchesRiesling(HorseHeavenHills)";"";2012;"US"
"TerraValentine2012EstateRiesling(SpringMountain)";"Napa";87;38;"TerraValentine2012EstateRiesling(SpringMountain)";"";2012;"US"
"ThreeRivers2012Riesling(ColumbiaValley(WA))";"ColumbiaValley";87;15;"ThreeRivers2012Riesling(ColumbiaValley(WA))";"";2012;"US"
"WillowCrest2012EstateGrownWillowCrestEstateVineyardRiesling(YakimaValley)";"ColumbiaValley";86;15;"WillowCrest2012EstateGrownWillowCrestEstateVineyardRiesling(YakimaValley)";"";2012;"US"
"Snoqualmie2012MadeWithOrganicGrapesRiesling(ColumbiaValley(WA))";"ColumbiaValley";85;12;"Snoqualmie2012MadeWithOrganicGrapesRiesling(ColumbiaValley(WA))";"";2012;"US"
"ColumbiaCrest2012TwoVinesRiesling(Washington)";"WashingtonOther";85;8;"ColumbiaCrest2012TwoVinesRiesling(Washington)";"BestBuy";2012;"US"
"WashingtonHills2012LateHarvestRiesling(Washington)";"WashingtonOther";85;12;"WashingtonHills2012LateHarvestRiesling(Washington)";"";2012;"US"
"V.Sattui2012Riesling(AndersonValley)";"Mendocino/LakeCounties";91;25;"V.Sattui2012Riesling(AndersonValley)";"";2012;"US"
"Lemelson2012DryRiesling(WillametteValley)";"WillametteValley";90;19;"Lemelson2012DryRiesling(WillametteValley)";"";2012;"US"
"WillametteValleyVineyards2012Riesling(WillametteValley)";"WillametteValley";89;14;"WillametteValleyVineyards2012Riesling(WillametteValley)";"BestBuy";2012;"US"
"Jana2012Riesling(MendocinoCounty)";"Mendocino/LakeCounties";88;22;"Jana2012Riesling(MendocinoCounty)";"";2012;"US"
"Gresser2012RecumbentRiesling(ChehalemMountains)";"WillametteValley";88;18;"Gresser2012RecumbentRiesling(ChehalemMountains)";"";2012;"US"
"Fenestra2012Riesling(ArroyoSeco)";"CentralCoast";87;17;"Fenestra2012Riesling(ArroyoSeco)";"";2012;"US"
"McFadden2012Riesling(PotterValley)";"Mendocino/LakeCounties";87;18;"McFadden2012Riesling(PotterValley)";"";2012;"US"
"ChâteauBianca2012Riesling(WillametteValley)";"WillametteValley";86;15;"ChâteauBianca2012Riesling(WillametteValley)";"";2012;"US"
"Jekel2012Riesling(Monterey)";"CentralCoast";83;18;"Jekel2012Riesling(Monterey)";"";2012;"US"
"SleightofHand2012TheMagicianEvergreenVineyardWhiteWineRiesling(ColumbiaValley(WA))";"ColumbiaValley";93;18;"SleightofHand2012TheMagicianEvergreenVineyardWhiteWineRiesling(ColumbiaValley(WA))";"Editors’Choice";2012;"US"
"ChateauSte.Michelle&Dr.Loosen2012EroicaRiesling(ColumbiaValley(WA))";"ColumbiaValley";92;20;"ChateauSte.Michelle&Dr.Loosen2012EroicaRiesling(ColumbiaValley(WA))";"Editors’Choice";2012;"US"
"SavageGrace2012UnderwoodMountainVineyardRiesling(ColumbiaGorge(WA))";"WashingtonOther";90;17;"SavageGrace2012UnderwoodMountainVineyardRiesling(ColumbiaGorge(WA))";"Editors’Choice";2012;"US"
"ThornyRose2012Riesling(ColumbiaValley(WA))";"ColumbiaValley";90;11;"ThornyRose2012Riesling(ColumbiaValley(WA))";"BestBuy";2012;"US"
"Ancestry2012ReminiscenceRiesling(ColumbiaGorge(WA))";"WashingtonOther";88;18;"Ancestry2012ReminiscenceRiesling(ColumbiaGorge(WA))";"";2012;"US"
"ChateauSte.Michelle&Dr.Loosen2012EroicaGoldRiesling(ColumbiaValley(WA))";"ColumbiaValley";87;28;"ChateauSte.Michelle&Dr.Loosen2012EroicaGoldRiesling(ColumbiaValley(WA))";"";2012;"US"
"Milbrandt2012TraditionsRiesling(ColumbiaValley(WA))";"ColumbiaValley";87;13;"Milbrandt2012TraditionsRiesling(ColumbiaValley(WA))";"";2012;"US"
"Sineann2012Riesling(ColumbiaValley(WA))";"ColumbiaValley";87;NA;"Sineann2012Riesling(ColumbiaValley(WA))";"";2012;"US"
"Garofalo2012LesCollinesVineyardWhiteRiesling(WallaWallaValley(WA))";"ColumbiaValley";85;12;"Garofalo2012LesCollinesVineyardWhiteRiesling(WallaWallaValley(WA))";"";2012;"US"
"WoodbridgebyRobertMondavi2012Riesling(California)";"CaliforniaOther";83;8;"WoodbridgebyRobertMondavi2012Riesling(California)";"";2012;"US"
"Trisaetum2012EstatesReserveRiesling(WillametteValley)";"WillametteValley";95;32;"Trisaetum2012EstatesReserveRiesling(WillametteValley)";"CellarSelection";2012;"US"
"Trisaetum2012RibbonRidgeEstateDryRiesling(RibbonRidge)";"WillametteValley";94;24;"Trisaetum2012RibbonRidgeEstateDryRiesling(RibbonRidge)";"Editors’Choice";2012;"US"
"Trisaetum2012RibbonRidgeEstateRiesling(RibbonRidge)";"WillametteValley";93;24;"Trisaetum2012RibbonRidgeEstateRiesling(RibbonRidge)";"Editors’Choice";2012;"US"
"Trisaetum2012CoastRangeEstateDryRiesling(Yamhill-CarltonDistrict)";"WillametteValley";92;24;"Trisaetum2012CoastRangeEstateDryRiesling(Yamhill-CarltonDistrict)";"Editors’Choice";2012;"US"
"Trisaetum2012CoastRangeEstateRiesling(Yamhill-CarltonDistrict)";"WillametteValley";92;24;"Trisaetum2012CoastRangeEstateRiesling(Yamhill-CarltonDistrict)";"Editors’Choice";2012;"US"
"Chehalem2012RidegcrestVineyardsWindRidgeBlockRiesling(RibbonRidge)";"WillametteValley";91;29;"Chehalem2012RidegcrestVineyardsWindRidgeBlockRiesling(RibbonRidge)";"";2012;"US"
"Chehalem2012CorralCreekVineyardsRiesling(ChehalemMountains)";"WillametteValley";91;29;"Chehalem2012CorralCreekVineyardsRiesling(ChehalemMountains)";"";2012;"US"
"Chehalem2012ThreeVineyardRiesling(WillametteValley)";"WillametteValley";88;22;"Chehalem2012ThreeVineyardRiesling(WillametteValley)";"";2012;"US"
"Lola2012DryRiesling(SantaLuciaHighlands)";"CentralCoast";88;16;"Lola2012DryRiesling(SantaLuciaHighlands)";"Editors’Choice";2012;"US"
"KingsRidge2012Riesling(WillametteValley)";"WillametteValley";88;13;"KingsRidge2012Riesling(WillametteValley)";"BestBuy";2012;"US"
"Chehalem2012SextRiesling(WillametteValley)";"WillametteValley";88;24;"Chehalem2012SextRiesling(WillametteValley)";"";2012;"US"
"Kudos2012Riesling(WillametteValley)";"WillametteValley";87;13;"Kudos2012Riesling(WillametteValley)";"";2012;"US"
"LaVelle2012Semi-SweetRiesling(WillametteValley)";"WillametteValley";86;22;"LaVelle2012Semi-SweetRiesling(WillametteValley)";"";2012;"US"
"Ste.Chapelle2012SpecialHarvestRiesling";"Idaho";85;10;"Ste.Chapelle2012SpecialHarvestRiesling";"BestBuy";2012;"US"
"CarmelRoad2012LiberatedRiesling(ArroyoSeco)";"CentralCoast";85;16;"CarmelRoad2012LiberatedRiesling(ArroyoSeco)";"";2012;"US"
"J.Lohr2012BayMistWhiteRiesling(MontereyCounty)";"CentralCoast";84;10;"J.Lohr2012BayMistWhiteRiesling(MontereyCounty)";"";2012;"US"
"Poet'sLeap2012Riesling(ColumbiaValley(WA))";"ColumbiaValley";94;20;"Poet'sLeap2012Riesling(ColumbiaValley(WA))";"Editors’Choice";2012;"US"
"O•SWinery2012Riesling(ColumbiaValley(WA))";"ColumbiaValley";92;15;"O•SWinery2012Riesling(ColumbiaValley(WA))";"BestBuy";2012;"US"
"FessParker2012Rodney'sVineyardDryRiesling(SantaBarbaraCounty)";"CentralCoast";91;24;"FessParker2012Rodney'sVineyardDryRiesling(SantaBarbaraCounty)";"Editors’Choice";2012;"US"
"Hogue2012LateHarvestRiesling(ColumbiaValley(WA))";"ColumbiaValley";88;11;"Hogue2012LateHarvestRiesling(ColumbiaValley(WA))";"BestBuy";2012;"US"
"Sparkman2012BirdieRiesling(ColumbiaValley(WA))";"ColumbiaValley";88;22;"Sparkman2012BirdieRiesling(ColumbiaValley(WA))";"";2012;"US"
"TempusCellars2012EvergreenVineyardRiesling(AncientLakes)";"ColumbiaValley";88;16;"TempusCellars2012EvergreenVineyardRiesling(AncientLakes)";"";2012;"US"
"FinnHill2012TheGnomeRiesling(ColumbiaValley(WA))";"ColumbiaValley";87;18;"FinnHill2012TheGnomeRiesling(ColumbiaValley(WA))";"";2012;"US"
"ForaSong2012Riesling(ColumbiaValley(WA))";"ColumbiaValley";87;10;"ForaSong2012Riesling(ColumbiaValley(WA))";"BestBuy";2012;"US"
"Waterbrook2012Riesling(ColumbiaValley(WA))";"ColumbiaValley";87;11;"Waterbrook2012Riesling(ColumbiaValley(WA))";"BestBuy";2012;"US"
"Mercer2012Riesling(YakimaValley)";"ColumbiaValley";85;15;"Mercer2012Riesling(YakimaValley)";"";2012;"US"
"SanJuanVineyards2012LesVignesDeMarcouxRiesling(YakimaValley)";"ColumbiaValley";85;15;"SanJuanVineyards2012LesVignesDeMarcouxRiesling(YakimaValley)";"";2012;"US"
"Kana2012KatieMaeZillahRanchVineyardRiesling(YakimaValley)";"ColumbiaValley";85;14;"Kana2012KatieMaeZillahRanchVineyardRiesling(YakimaValley)";"";2012;"US"
"JonesofWashington2012Riesling(AncientLakes)";"ColumbiaValley";85;12;"JonesofWashington2012Riesling(AncientLakes)";"";2012;"US"
"Hyatt2012Riesling(RattlesnakeHills)";"ColumbiaValley";85;13;"Hyatt2012Riesling(RattlesnakeHills)";"";2012;"US"
"FessParker2012Riesling(SantaBarbaraCounty)";"CentralCoast";84;14;"FessParker2012Riesling(SantaBarbaraCounty)";"";2012;"US"
"Mirassou2012Riesling(California)";"CaliforniaOther";84;12;"Mirassou2012Riesling(California)";"";2012;"US"
"Bread&Butter2012Riesling(California)";"CaliforniaOther";83;15;"Bread&Butter2012Riesling(California)";"";2012;"US"
"Alexana2012RevanaVineyardRiesling(DundeeHills)";"WillametteValley";92;28;"Alexana2012RevanaVineyardRiesling(DundeeHills)";"Editors’Choice";2012;"US"
"Stoller2012EstateExclusiveRiesling(DundeeHills)";"WillametteValley";87;25;"Stoller2012EstateExclusiveRiesling(DundeeHills)";"";2012;"US"
"V.Sattui2012DryRiesling(NapaValley)";"Napa";87;21;"V.Sattui2012DryRiesling(NapaValley)";"";2012;"US"
"V.Sattui2012SeccoRiesling(NapaValley)";"Napa";86;25;"V.Sattui2012SeccoRiesling(NapaValley)";"";2012;"US"
"BlackBox2012Riesling(MontereyCounty)";"CentralCoast";85;25;"BlackBox2012Riesling(MontereyCounty)";"";2012;"US"
"Girardet2012EstateGrownRiesling(UmpquaValley)";"SouthernOregon";84;16;"Girardet2012EstateGrownRiesling(UmpquaValley)";"";2012;"US"
"ForestGlen2012Riesling(California)";"CaliforniaOther";83;10;"ForestGlen2012Riesling(California)";"";2012;"US"
"ChateauSte.Michelle2012ColdCreekVineyardRiesling(ColumbiaValley(WA))";"ColumbiaValley";92;18;"ChateauSte.Michelle2012ColdCreekVineyardRiesling(ColumbiaValley(WA))";"Editors’Choice";2012;"US"
"ConvergenceZone2012BacchusVineyardDewpointRiesling(ColumbiaValley(WA))";"ColumbiaValley";92;17;"ConvergenceZone2012BacchusVineyardDewpointRiesling(ColumbiaValley(WA))";"Editors’Choice";2012;"US"
"BarnardGriffin2012Riesling(ColumbiaValley(WA))";"ColumbiaValley";91;10;"BarnardGriffin2012Riesling(ColumbiaValley(WA))";"BestBuy";2012;"US"
"Gamache2012Riesling(ColumbiaValley(WA))";"ColumbiaValley";91;18;"Gamache2012Riesling(ColumbiaValley(WA))";"Editors’Choice";2012;"US"
"ChateauSte.Michelle2012HarvestSelectSweetRiesling(ColumbiaValley(WA))";"ColumbiaValley";90;10;"ChateauSte.Michelle2012HarvestSelectSweetRiesling(ColumbiaValley(WA))";"BestBuy";2012;"US"
"ObeliscoEstate2012Riesling(ColumbiaValley(WA))";"ColumbiaValley";89;22;"ObeliscoEstate2012Riesling(ColumbiaValley(WA))";"";2012;"US"
"Trefethen2012DryRiesling(OakKnollDistrict)";"Napa";89;23;"Trefethen2012DryRiesling(OakKnollDistrict)";"";2012;"US"
"Joyce2012TondreGrapefieldRiesling(SantaLuciaHighlands)";"CentralCoast";88;23;"Joyce2012TondreGrapefieldRiesling(SantaLuciaHighlands)";"";2012;"US"
"ChateauSte.Michelle2012DryRiesling(ColumbiaValley(WA))";"ColumbiaValley";88;10;"ChateauSte.Michelle2012DryRiesling(ColumbiaValley(WA))";"BestBuy";2012;"US"
"ChateauSte.Michelle2012Riesling(ColumbiaValley(WA))";"ColumbiaValley";88;10;"ChateauSte.Michelle2012Riesling(ColumbiaValley(WA))";"BestBuy";2012;"US"
"CorCellars2012UnderwoodMountainRiesling(ColumbiaGorge(WA))";"WashingtonOther";87;22;"CorCellars2012UnderwoodMountainRiesling(ColumbiaGorge(WA))";"";2012;"US"
"SummitEstates2012Riesling(ColumbiaValley(WA))";"ColumbiaValley";84;9;"SummitEstates2012Riesling(ColumbiaValley(WA))";"";2012;"US"
"DavidHill2012EstateRiesling(WillametteValley)";"WillametteValley";93;18;"DavidHill2012EstateRiesling(WillametteValley)";"Editors’Choice";2012;"US"
"Sineann2012Riesling(WillametteValley)";"WillametteValley";89;20;"Sineann2012Riesling(WillametteValley)";"";2012;"US"
"Figgins2012EstateRiesling(WallaWallaValley(WA))";"ColumbiaValley";92;30;"Figgins2012EstateRiesling(WallaWallaValley(WA))";"";2012;"US"
"GustafsonFamily2012HeritageTreeVineyardEstateRiesling(DryCreekValley)";"Sonoma";88;20;"GustafsonFamily2012HeritageTreeVineyardEstateRiesling(DryCreekValley)";"";2012;"US"
"MatthiasMüller2012AlteRebenBopparderHammFeinherbRiesling(Mittelrhein)";"Germany";94;33;"MatthiasMüller2012AlteRebenBopparderHammFeinherbRiesling(Mittelrhein)";"Editors’Choice";2012;"Germany"
"MatthiasMüller2012RheindiabasRiesling(Mittelrhein)";"Germany";93;26;"MatthiasMüller2012RheindiabasRiesling(Mittelrhein)";"";2012;"Germany"
"Fitz-Ritter2012UngsteinerHerrenbergTrockenGGRiesling(Pfalz)";"Germany";93;42;"Fitz-Ritter2012UngsteinerHerrenbergTrockenGGRiesling(Pfalz)";"Editors’Choice";2012;"Germany"
"StaatlicheWeinbaudomäneTrier2012AvelsbacherHammersteinRiesling(Mosel)";"Germany";90;23;"StaatlicheWeinbaudomäneTrier2012AvelsbacherHammersteinRiesling(Mosel)";"Editors’Choice";2012;"Germany"
"S.A.Prüm2012GraacherDompropstGGDryRiesling(Mosel)";"Germany";94;75;"S.A.Prüm2012GraacherDompropstGGDryRiesling(Mosel)";"";2012;"Germany"
"S.A.Prüm2012WehlenerSonnenuhrAusleseErsteLageRiesling(Mosel)";"Germany";93;43;"S.A.Prüm2012WehlenerSonnenuhrAusleseErsteLageRiesling(Mosel)";"";2012;"Germany"
"C.H.Berres2012BerresEstateRiesling(Mosel)";"Germany";88;17;"C.H.Berres2012BerresEstateRiesling(Mosel)";"";2012;"Germany"
"SchlossJohannisberger2012GelblackFeinherbRiesling(Rheingau)";"Germany";93;30;"SchlossJohannisberger2012GelblackFeinherbRiesling(Rheingau)";"Editors’Choice";2012;"Germany"
"ToniJost2012HahnenhofDevonSSpätleseTrockenRiesling(Mittelrhein)";"Germany";91;NA;"ToniJost2012HahnenhofDevonSSpätleseTrockenRiesling(Mittelrhein)";"";2012;"Germany"
"MatthiasMüller2012SBopparderHammFeuerlayTrockenRiesling(Mittelrhein)";"Germany";91;29;"MatthiasMüller2012SBopparderHammFeuerlayTrockenRiesling(Mittelrhein)";"";2012;"Germany"
"Kühling-Gillot2012QvinterraTrockenRiesling(Rheinhessen)";"Germany";91;18;"Kühling-Gillot2012QvinterraTrockenRiesling(Rheinhessen)";"";2012;"Germany"
"Dachshund2012Riesling(Rheinhessen)";"Germany";88;15;"Dachshund2012Riesling(Rheinhessen)";"";2012;"Germany"
"RobertWeil2012KiedrichGräfenbergAusleseRiesling(Rheingau)";"Germany";95;182;"RobertWeil2012KiedrichGräfenbergAusleseRiesling(Rheingau)";"Editors’Choice";2012;"Germany"
"DomdechantWerner2012HochheimerKirchenstückTrockenGGErsteLageRiesling(Rheingau)";"Germany";93;52;"DomdechantWerner2012HochheimerKirchenstückTrockenGGErsteLageRiesling(Rheingau)";"Editors’Choice";2012;"Germany"
"DomdechantWerner2012HochheimerKabinettRiesling(Rheingau)";"Germany";92;28;"DomdechantWerner2012HochheimerKabinettRiesling(Rheingau)";"";2012;"Germany"
"S.A.Prüm2012WehlenerSonnenuhrGGOldVinesDryRiesling(Mosel)";"Germany";92;50;"S.A.Prüm2012WehlenerSonnenuhrGGOldVinesDryRiesling(Mosel)";"";2012;"Germany"
"PaulAnheuser2012KreuznacherKrötenpfulAusleseRiesling(Nahe)";"Germany";91;30;"PaulAnheuser2012KreuznacherKrötenpfulAusleseRiesling(Nahe)";"";2012;"Germany"
"St.Urbans-Hof2012NikWeisSchodenerSaarfeilserMarienbergGrosseLageRiesling(Mosel)";"Germany";90;29;"St.Urbans-Hof2012NikWeisSchodenerSaarfeilserMarienbergGrosseLageRiesling(Mosel)";"";2012;"Germany"
"MarkusMolitor2012HausKlosterbergRiesling(Mosel)";"Germany";90;20;"MarkusMolitor2012HausKlosterbergRiesling(Mosel)";"";2012;"Germany"
"S.A.Prüm2012WehlenerSonnenuhrKabinettGrosseLageRiesling(Mosel)";"Germany";90;26;"S.A.Prüm2012WehlenerSonnenuhrKabinettGrosseLageRiesling(Mosel)";"";2012;"Germany"
"MarkusMolitor2012HausKlosterbergFeinherbRiesling(Mosel)";"Germany";90;20;"MarkusMolitor2012HausKlosterbergFeinherbRiesling(Mosel)";"";2012;"Germany"
"WeingutWeber2012MonzingerFrühlingsplätzchenSpätleseRiesling(Nahe)";"Germany";90;19;"WeingutWeber2012MonzingerFrühlingsplätzchenSpätleseRiesling(Nahe)";"";2012;"Germany"
"Dr.Fischer2012OckfenerBocksteinSpätleseRiesling(Mosel)";"Germany";88;24;"Dr.Fischer2012OckfenerBocksteinSpätleseRiesling(Mosel)";"";2012;"Germany"
"PaulAnheuser2012KreuznacherKahlenbergSpätleseRiesling(Nahe)";"Germany";86;19;"PaulAnheuser2012KreuznacherKahlenbergSpätleseRiesling(Nahe)";"";2012;"Germany"
"MarkusMolitor2012ÜrzigerWürzgartenSpätleseRiesling(Mosel)";"Germany";93;33;"MarkusMolitor2012ÜrzigerWürzgartenSpätleseRiesling(Mosel)";"";2012;"Germany"
"MarkusMolitor2012ZeltingerSonnenuhrSpätleseRiesling(Mosel)";"Germany";92;33;"MarkusMolitor2012ZeltingerSonnenuhrSpätleseRiesling(Mosel)";"";2012;"Germany"
"GustavAdolfSchmitt2012NiersteinerAuflangenSpätleseRiesling(Rheinhessen)";"Germany";89;13;"GustavAdolfSchmitt2012NiersteinerAuflangenSpätleseRiesling(Rheinhessen)";"BestBuy";2012;"Germany"
"ReichsgrafvonKesselstatt2012ScharzhofbergerAuslese#4Riesling(Mosel)";"Germany";94;98;"ReichsgrafvonKesselstatt2012ScharzhofbergerAuslese#4Riesling(Mosel)";"Editors’Choice";2012;"Germany"
"Joh.Jos.Prüm2012ZeltingerSonnenuhrAusleseRiesling(Mosel)";"Germany";94;51;"Joh.Jos.Prüm2012ZeltingerSonnenuhrAusleseRiesling(Mosel)";"CellarSelection";2012;"Germany"
"ReichsgrafvonKesselstatt2012GraachJosephshöferTrockenGGRiesling(Mosel)";"Germany";94;65;"ReichsgrafvonKesselstatt2012GraachJosephshöferTrockenGGRiesling(Mosel)";"";2012;"Germany"
"Dr.H.Thanisch(ErbenThanisch)2012BerncastelerDoctorGGRiesling(Mosel)";"Germany";93;95;"Dr.H.Thanisch(ErbenThanisch)2012BerncastelerDoctorGGRiesling(Mosel)";"CellarSelection";2012;"Germany"
"SchlossJohannisberger2012GrünlockSpätleseRiesling(Rheingau)";"Germany";93;55;"SchlossJohannisberger2012GrünlockSpätleseRiesling(Rheingau)";"";2012;"Germany"
"PhilippKuhn2012LaumersheimerAlteRebenTrockenRiesling(Pfalz)";"Germany";92;26;"PhilippKuhn2012LaumersheimerAlteRebenTrockenRiesling(Pfalz)";"";2012;"Germany"
"PrinzSalm2012JohannisbergWallhausenTrockenGGRiesling(Nahe)";"Germany";91;69;"PrinzSalm2012JohannisbergWallhausenTrockenGGRiesling(Nahe)";"";2012;"Germany"
"Urban2012Nik.WeisSelectionRiesling(Mosel)";"Germany";90;12;"Urban2012Nik.WeisSelectionRiesling(Mosel)";"BestBuy";2012;"Germany"
